url_path,views_total,views_unique
/quic/quic-usb-drivers,40,31
/quic/quic-usb-drivers/blob/master/Makefile,6,4
/quic/quic-usb-drivers/tree/master/GobiSerial,5,3
/quic/quic-usb-drivers/tree/master/QdssDiag,4,4
/quic/quic-usb-drivers/blob/master/QdssDiag/qtiDiag.c,2,2
/quic/quic-usb-drivers/tree/master/InfParser,2,2
/quic/quic-usb-drivers/tree/master/sign,2,2
/quic/quic-usb-drivers/blob/master/GobiSerial/qtimdm.inf,2,1
/quic/quic-usb-drivers/blob/master/rmnet/QMI.c,2,1
/quic/quic-usb-drivers/tree/master/docs/images,2,1
